1, 471535417854.036011
2, 41514389516.373146
3, 22665004514.386272
4, 9773620968.385618
5, 6313803418.061922
6, 5662847918.877601
7, 5342304726.455794
8, 4998355448.795062
9, 4557794849.736953
10, 4205010858.944084
11, 4165640837.919202
12, 4487061955.351838
13, 5012415475.787624
14, 5541347413.654869
15, 5939939114.067521
16, 6153041471.984443
17, 6183619318.913906
18, 6070887377.749787
19, 5874723487.094264
20, 5665711655.106544
21, 5516736449.042027
22, 5491513870.324349
23, 5629869908.563116
24, 5937653275.334414
25, 6389886485.072383
26, 6944479594.355185
27, 7556125637.567201
28, 8184399212.613264
29, 8796604919.619635
30, 9367886971.668005
31, 9880361960.831844
32, 10322064261.552761
33, 10685964338.226166
34, 10969115935.984577
35, 11171929450.232256
36, 11297559381.447088
37, 11351395795.351656
38, 11340651423.960995
39, 11274035150.027096
40, 11161499387.346619
41, 11014043863.696922
42, 10843551913.884279
43, 10662628088.425480
44, 10484398951.781944
45, 10322235265.604055
46, 10189358303.393980
47, 10098312000.357546
48, 10060319866.993208
49, 10084596609.545267
50, 10177731709.777018
51, 10343279235.732782
52, 10581655273.572147
53, 10890367503.208784
54, 11264514124.084330
55, 11697431513.411804
56, 12181361326.877199
57, 12708039274.690720
58, 13269155125.804754
59, 13856675031.170076
60, 14463043167.800421
61, 15081290346.238611
62, 15705077594.465588
63, 16328698079.434902
64, 16947054689.076538
65, 17555625070.799820
66, 18150421599.390270
67, 18727950675.069283
68, 19285173716.654293
69, 19819470943.728603
70, 20328608295.150326
71, 20810707425.149403
72, 21264218523.010281
73, 21687895631.335613
74, 22080774135.651649
75, 22442150130.377834
76, 22771561412.512947
77, 23068769903.212452
78, 23333745342.582966
79, 23566650141.653866
80, 23767825306.628204
81, 23937777374.270271
82, 24077166314.267879
83, 24186794365.457176
84, 24267595778.792664
85, 24320627441.692051
86, 24347060356.578064
87, 24348171941.640064
88, 24325339114.459896
89, 24280032109.478783
90, 24213808968.517101
91, 24128310629.789352
92, 24025256525.142944
93, 23906440577.656975
94, 23773727472.361553
95, 23629049051.919758
96, 23474400667.074635
97, 23311837289.213150
98, 23143469170.626148
99, 22971456818.524605
100, 22798005033.718689
101, 22625355756.802071
